"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"712","COSE-1","21AWIC","21AWIC-79",32.61396,-86.25498,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-79","COSE-1","River/Stream","Coosa R deepest point, main river channel, dam tailrace.  Below Jordan Dam.","03150107",NA,NA,NA,NA,32.61396,-86.25498,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","051",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"713","BRSB-3","21AWIC","21AWIC-7910",34.1847,-86.486462,"06030001","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7910","BRSB-3","River/Stream","@ Rocky Hollow Road crossing","06030001",NA,NA,NA,NA,34.1847,-86.486462,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","009",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"714","PPLL-2","21AWIC","21AWIC-792",32.6347,-85.4254,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-792","PPLL-2","River/Stream","Pepperell Branch @ US Hwy 29. Approx. 3.5 miles upstream of confluence with Sougahatchee Creek.","03150110",NA,NA,NA,NA,32.6347,-85.4254,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","081",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"715","GUES-3","21AWIC","21AWIC-7930",34.74518,-86.22124,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7930","GUES-3","River/Stream","Guess Creek close to mouth on private property premission for access must be obtained.  See station pictures for site map and farm manager contact information","06030002",NA,NA,NA,NA,34.74518,-86.22124,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","071",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"716","PPLL-5","21AWIC","21AWIC-795",32.6603,-85.4487,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-795","PPLL-5","River/Stream","Pepperell Branch upstream of Sougahatchee Creek behind Opelika Westside WWTP. Approx. 100 yards upstream of confluence with Sougahatchee Creek. behind Opelika Westside WWTP","03150110",NA,NA,NA,NA,32.6603,-85.4487,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","081",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"717","HURR-2","21AWIC","21AWIC-7951",34.982139,-86.096067,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7951","HURR-2","River/Stream","County: JACKSON, Alabama  Ecoregion: 68c","06030002",NA,NA,NA,NA,34.982139,-86.096067,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","071",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"718","PPYM-1","21AWIC","21AWIC-797",30.9842,-88.4011,"03170008","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-797","PPYM-1","River/Stream","Puppy Creek at Mobile Co. Rd. 21 near mouth.","03170008",NA,NA,NA,NA,30.9842,-88.4011,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"719","WSCJ-1","21AWIC","21AWIC-7970",34.78139,-85.77758,"06030001","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7970","WSCJ-1","River/Stream","Turn left off CR 81 at  34.81031 / -85.76829. (at Fabius Volunteer Fire Station) at old surface minning road","06030001",NA,NA,NA,NA,34.78139,-85.77758,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","071",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"720","CSPJ-69","21AWIC","21AWIC-7990",34.6738,-86.3225,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7990","CSPJ-69","River/Stream","Cole Spring Br dwnstrm of Hwy 65 in the TNC Roy B. Whitaker Paint Rock River Preserve.","06030002",NA,NA,NA,NA,34.6738,-86.3225,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","071",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"721","GEOH-13","21AWIC","21AWIC-8",31.830002,-85.167593,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8","GEOH-13","River/Stream","Deepest point, main channel Cheneyhatchee Ck embayment","03130003",NA,NA,NA,NA,31.830002,-85.167593,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","005",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"722","INDM-1","21AWIC","21AWIC-8010",34.312322,-86.899603,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8010","INDM-1","River/Stream","Indian Creek at US Hwy 31 crossing: County: MORGAN, Alabama  Ecoregion: 68c","06030002",NA,NA,NA,NA,34.312322,-86.899603,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"723","GOOM-1A","21AWIC","21AWIC-8030",34.64021,-86.458241,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8030","GOOM-1A","River/Stream","Goose Cr at the mouth within Hays Preserve (along the greenway): County: MADISON, Alabama  Ecoregion: 71g","06030002",NA,NA,NA,NA,34.64021,-86.458241,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","089",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"724","PURW-2","21AWIC","21AWIC-806",31.979988,-87.281576,"03150203","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-806","PURW-2","River/Stream","Pursley Cr @ AL Hwy 265.","03150203",NA,NA,NA,NA,31.979988,-87.281576,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","131",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"725","MICL-3","21AWIC","21AWIC-8090",32.533672,-85.095884,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8090","MICL-3","River/Stream","County: LEE, Alabama  Ecoregion: 65i; Mill Cr at Lee Co Rd 728.","03130003",NA,NA,NA,NA,32.533672,-85.095884,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","081",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"726","MICL-2","21AWIC","21AWIC-8091",32.518069,-85.09309,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8091","MICL-2","River/Stream","County: LEE, Alabama  Ecoregion: 65i; Mill Cr behind Philadelphia Baptist Church on Lee Co Rd 246.","03130003",NA,NA,NA,NA,32.518069,-85.09309,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","081",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"727","MICR-4","21AWIC","21AWIC-8092",32.4789,-85.0214,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8092","MICR-4","River/Stream","Mill Cr @ 20th Ave in Phenix City.","03130003",NA,NA,NA,NA,32.4789,-85.0214,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","113",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"728","RBTM-2","21AWIC","21AWIC-810",30.5616,-88.1604,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-810","RBTM-2","River/Stream","Rabbit Creek at Todd Acres Dr.","03160205",NA,NA,NA,NA,30.5616,-88.1604,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"729","TENR-406","21AWIC","21AWIC-8110",34.86186,-85.7708,"06030001","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8110","TENR-406","River/Stream","Tennessee River at River Mile 405.7 at Powerline crossing","06030001",NA,NA,NA,NA,34.86186,-85.7708,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","071",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"730","TENR-399","21AWIC","21AWIC-8111",34.7872,-85.84777,"06030001","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8111","TENR-399","River/Stream","Tennessee River at Mile 399","06030001",NA,NA,NA,NA,34.7872,-85.84777,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","071",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"731","SLRL-3","21AWIC","21AWIC-8130",34.92269,-86.95817,"06030004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8130","SLRL-3","River/Stream","Sulphur Creek at Sandlin Road","06030004",NA,NA,NA,NA,34.92269,-86.95817,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","083",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"732","RYC-2","21AWIC","21AWIC-815",31.626156,-86.712057,"03140303","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-815","RYC-2","River/Stream","Rocky Creek@ Butler Co. Rd. 16.","03140303",NA,NA,NA,NA,31.626156,-86.712057,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","013",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"733","WFRM-1","21AWIC","21AWIC-8150",30.42501,-88.134298,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8150","WFRM-1","River/Stream","approx. 0.35miles south of the confluence","03160205",NA,NA,NA,NA,30.42501,-88.134298,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"734","RYC-3","21AWIC","21AWIC-816",31.653,-86.7157,"03140303","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-816","RYC-3","River/Stream","Rocky Creek @ US Hwy 31.","03140303",NA,NA,NA,NA,31.653,-86.7157,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","013",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"735","FWLM-3","21AWIC","21AWIC-8170",30.433077,-88.137131,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8170","FWLM-3","River/Stream","approx .25 miles upstream of confluence","03160205",NA,NA,NA,NA,30.433077,-88.137131,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"736","FWLM-4","21AWIC","21AWIC-8171",30.431301,-88.131809,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8171","FWLM-4","River/Stream","approx. 1.5 miles upstream of hwy 193","03160205",NA,NA,NA,NA,30.431301,-88.131809,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"737","PNDC-2C","21AWIC","21AWIC-8193",34.75772,-87.60092,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8193","PNDC-2C","River/Stream","Pond Creek upstream of Wise Alloys canal","06030005",NA,NA,NA,NA,34.75772,-87.60092,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","033",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"738","PNDC-4A","21AWIC","21AWIC-8195",34.76196,-87.63191,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8195","PNDC-4A","River/Stream","County: COLBERT, Alabama  Ecoregion: 71g Ichthyoregion: Tennessee Valley","06030005",NA,NA,NA,NA,34.76196,-87.63191,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","033",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"739","BKRE-1","21AWIC","21AWIC-82",31.026555,-86.710005,"03140104","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-82","BKRE-1","River/Stream","Deepest point, main river channel, approximately 0.5 miles upstream of Co. Rd. 4.","03140104",NA,NA,NA,NA,31.026555,-86.710005,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","053",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"740","SCDL-11","21AWIC","21AWIC-821",34.8851,-87.3734,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-821","SCDL-11","River/Stream","County Road 76 Bridge","06030002",NA,NA,NA,NA,34.8851,-87.3734,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","077",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"741","SWTL-2","21AWIC","21AWIC-8211",34.811931,-87.653279,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8211","SWTL-2","River/Stream","Sweetwater Cr. @ Colorado Ave.","06030005",NA,NA,NA,NA,34.811931,-87.653279,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","077",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"742","SCDL-12","21AWIC","21AWIC-822",34.9395,-87.3368,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-822","SCDL-12","River/Stream","Second Creek @ Lauderdale Cnty Rd 88","06030002",NA,NA,NA,NA,34.9395,-87.3368,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","077",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"743","MACM-1","21AWIC","21AWIC-8230",34.389258,-86.964119,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8230","MACM-1","River/Stream","Mack Creek at private property near confluence with Flint Creek","06030002",NA,NA,NA,NA,34.389258,-86.964119,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"744","CDRM-2","21AWIC","21AWIC-8231",34.411861,-86.872253,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8231","CDRM-2","River/Stream","Cedar Creek at Mt. Tabor Road","06030002",NA,NA,NA,NA,34.411861,-86.872253,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"745","SF-2","21AWIC","21AWIC-824",34.218096,-87.368906,"03160110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-824","SF-2","River/Stream","Sipsey Fork @ AL Hwy 33 north of Double Springs","03160110",NA,NA,NA,NA,34.218096,-87.368906,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","133",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"746","WFRM-2","21AWIC","21AWIC-8250",30.376186,-88.158137,"03170009","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8250","WFRM-2","River/Stream","West Fowl River at CR188 (approximately 2.5 miles inland from Fowl River Bay)","03170009",NA,NA,NA,NA,30.376186,-88.158137,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"747","SH-1A","21AWIC","21AWIC-829",33.355278,-86.890556,"03150202","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-829","SH-1A","River/Stream","Shades Creek @ Jefferson CR 6 (Parkwood Dr)","03150202",NA,NA,NA,NA,33.355278,-86.890556,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"748","OMCM-1","21AWIC","21AWIC-8290",30.702152,-88.054059,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8290","OMCM-1","River/Stream","One Mile Creek at Morgan Street","03160204",NA,NA,NA,NA,30.702152,-88.054059,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"749","OMCM-2","21AWIC","21AWIC-8291",30.711606,-88.061847,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8291","OMCM-2","River/Stream","One Mile Creek 0.2 miles upstream of confluence with Threemile Creek","03160204",NA,NA,NA,NA,30.711606,-88.061847,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"750","CONE-2","21AWIC","21AWIC-83",31.068271,-87.058419,"03140304","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-83","CONE-2","River/Stream","Deepest point, main river channel, approximately 0.5 miles upstream of State Hwy 41, near East Brewton.","03140304",NA,NA,NA,NA,31.068271,-87.058419,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","053",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"751","TMCM-12","21AWIC","21AWIC-8310",30.708921,-88.067293,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8310","TMCM-12","River/Stream","Threemile Creek at upper end of navigable water past Hickory street landfill.","03160204",NA,NA,NA,NA,30.708921,-88.067293,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"752","SHLC-3","21AWIC","21AWIC-832",33.72529,-85.60115,"03150106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-832","SHLC-3","River/Stream","Shoal Cr @ FS Rd. 500, Talladega National Forest, Cleburne Co;Validated Ecoregional Reference Site","03150106",NA,NA,NA,NA,33.72529,-85.60115,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","029",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"753","TMCM-11","21AWIC","21AWIC-8330",30.715057,-88.065438,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8330","TMCM-11","River/Stream","Threemile Creek 0.15 miles downstream of One Mile Creek.","03160204",NA,NA,NA,NA,30.715057,-88.065438,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"754","SHOL-2","21AWIC","21AWIC-835",34.9903,-87.0854,"06030004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-835","SHOL-2","River/Stream","Shoal Creek @ Gardner Hollow Rd","06030004",NA,NA,NA,NA,34.9903,-87.0854,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","083",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"755","SHRT-1","21AWIC","21AWIC-837",33.21202,-86.27324,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-837","SHRT-1","River/Stream","Shirtee Creek @ Talladega Co. Rd. 24.; Approx. 2.0 miles upstream of confluence with Tallasseehatchee Creek  nr Odena Church","03150107",NA,NA,NA,NA,33.21202,-86.27324,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","121",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"756","SLRL-1","21AWIC","21AWIC-839",34.9083,-87.0298,"06030004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-839","SLRL-1","River/Stream","Sulphur Cr at unnamed Limestone Co. Rd. (Easter Ferry Road Bridge)","06030004",NA,NA,NA,NA,34.9083,-87.0298,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","083",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"757","SOGL-1","21AWIC","21AWIC-842",32.6267,-85.588,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-842","SOGL-1","River/Stream","Sougahatchee Creek @ Lee Co. Rd. 188. at USGS gaging station","03150110",NA,NA,NA,NA,32.6267,-85.588,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","081",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"758","HOLR-1","21AWIC","21AWIC-8430",32.49184,-85.03308,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8430","HOLR-1","River/Stream","Holland Creek at Railroad Street Bridge","03130003",NA,NA,NA,NA,32.49184,-85.03308,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","113",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"759","SOGL-5","21AWIC","21AWIC-846",32.6318,-85.7983,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-846","SOGL-5","River/Stream","Sougahatchee Creek @ AL Hwy 49.","03150110",NA,NA,NA,NA,32.6318,-85.7983,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","123",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"760","SOGL-6","21AWIC","21AWIC-847",32.6402,-85.8446,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-847","SOGL-6","River/Stream","Sougahatchee Creek @ Tallapoosa County Rd 45 (may also be named ""Lovelady Road"";","03150110",NA,NA,NA,NA,32.6402,-85.8446,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","123",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"761","SPD-1","21AWIC","21AWIC-848",32.3222,-86.9063,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-848","SPD-1","River/Stream","Soapstone Cr at US 80 east of Selma","03150201",NA,NA,NA,NA,32.3222,-86.9063,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","047",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"762","OSCC-2","21AWIC","21AWIC-8490",32.795263,-85.235202,"03130002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8490","OSCC-2","River/Stream","Osanippa Ck just downstream of  I-85 at wooden bridge crossing.  Access with permission from cattle farm.","03130002",NA,NA,NA,NA,32.795263,-85.235202,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","017",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"763","UHAL-4","21AWIC","21AWIC-8491",32.653164,-85.30309,"03130002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-8491","UHAL-4","River/Stream","Unnamed tributary to Halawakee Ck at Rock Castle Rd (Lee Co Rd 154)","03130002",NA,NA,NA,NA,32.653164,-85.30309,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","081",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"764","NEES-9","21AWIC","21AWIC-85",33.852934,-86.047443,"03150106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-85","NEES-9","River/Stream","Deepest point, main creek channel, Greens Creek embayment, immed. downstream of AL Hwy. 77 bridge.","03150106",NA,NA,NA,NA,33.852934,-86.047443,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","055",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
